safegraph_place_id,location_name,brands,top_category,sub_category,naics_code,latitude,longitude,city,region
sg:ce65c670ba05444ca0033eeecb87a648,Studio 411 Salonspa,,Personal Care Services,Beauty Salons,"812112",44.973178,-93.308896,Minneapolis,MN
sg:d735efb532c843879663866c4ecfa7ae,University Baptist Church,,Religious Organizations,Religious Organizations,"813110",44.980633,-93.238157,Minneapolis,MN
sg:7eb2c8a335084353a5dda861c19d8f5e,Giving and Grace Christian Center,,Religious Organizations,Religious Organizations,"813110",45.012979,-93.251237,Minneapolis,MN
sg:b0f44de6b1be4350b41e7c4967e0c144,HIVE Martial Arts,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.990258,-93.237628,Minneapolis,MN
sg:f9ae64001d174e5d873b5600bfdb53ef,Kelber Catering,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.970293,-93.273364,Minneapolis,MN
sg:d5611d08332647ad83d6952da9ea2ff0,Cabot Psychological Services,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.965775,-93.285904,Minneapolis,MN
sg:172fb9bd5a6447beb6c55c747ecdf058,Fuller Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,"712190",44.915404,-93.285077,Minneapolis,MN
sg:4975d7b13b1a47729bdd6d181b10d542,Old Republic National Title Insurance Company,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,"524210",44.978496,-93.267603,Minneapolis,MN
sg:dd0168de8bff4385ac53130f803c819a,Potbelly Sandwich Works,Potbelly Sandwich Works,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.976134,-93.272515,Minneapolis,MN
sg:6a8024dc95c84516a1af3c636b13dd19,Flutter Boutique,,Clothing Stores,Women's Clothing Stores,"448120",44.948562,-93.289065,Minneapolis,MN
sg:323dc79266e844588e7661f9cff9b465,Impark,Impark,Other Personal Services,Parking Lots and Garages,"812930",44.971196,-93.275662,Minneapolis,MN
sg:a73163ba037147daa2dc60f1791dfc6b,SuperAmerica,SuperAmerica,Gasoline Stations,Gasoline Stations with Convenience Stores,"447110",45.007605,-93.236938,Minneapolis,MN
sg:ce4a35b43d2a42be97404277db728491,Sisterhood Boutique,,Clothing Stores,Women's Clothing Stores,"448120",44.967515,-93.240492,Minneapolis,MN
sg:ed8a7c0bb3064652b3710850fa194465,National Cable Communications,,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),"517312",44.973648,-93.271892,Minneapolis,MN
sg:86dc047500134ffa8e5cc6f06f58f016,Hmong Eatery,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.976685,-93.262846,Minneapolis,MN
sg:8bbce8900111470aaee5c4de13f5ca91,Pet Doctors Animal Clinic,,"Other Professional, Scientific, and Technical Services",Veterinary Services,"541940",44.962487,-93.277288,Minneapolis,MN
sg:928ef913383949e0b94ee3661718195b,Top Line Federal Credit Union,,Depository Credit Intermediation,Commercial Banking,"522110",44.975242,-93.270514,Minneapolis,MN
sg:f11798bd0dbc410da61348deef9cf538,ONE Fermentary & Taproom,,Beverage Manufacturing,Breweries,"312120",44.98542,-93.280033,Minneapolis,MN
sg:25422867e24d4080aafaca82db094055,CrossFit,CrossFit,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.955357,-93.289111,Minneapolis,MN
sg:20689f9147164b5b8cd79b335368361b,Kim's Dog Kair,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,"453910",45.035293,-93.297252,Minneapolis,MN
sg:780a5d85cb6645fb92524fbb23c6b944,Merle Norman Cosmetics,Merle Norman Cosmetics,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores","446120",44.912245,-93.22253,Minneapolis,MN
sg:78dd064e853643a3a1fce7d8e95328e6,TCM Health Center,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.991814,-93.223639,Minneapolis,MN
sg:4211b7d164a64a84acde205f40b7d3f7,Insty Bit,,Building Material and Supplies Dealers,Hardware Stores,"444130",44.977314,-93.310126,Minneapolis,MN
sg:43a2a55cce3f4e449ec6b82c32a59c01,Pog Mahone's Pub & Grill,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.976321,-93.255741,Minneapolis,MN
sg:7ae2fb3101204a669dfa7989575fc819,Lyn Lake Barbershop,,Personal Care Services,Beauty Salons,"812112",44.947651,-93.287776,Minneapolis,MN
sg:82fc20e158ad4e379a94b605d8cc9ffc,Islamic University of Mn,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools","611310",45.014331,-93.247871,Minneapolis,MN
sg:57aa58beb14b4c43b18eff1c47e66a0e,Lola Red,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"512131",44.983027,-93.270728,Minneapolis,MN
sg:5b878d4465a44c81b7420536ca24e1d6,University Halal Meat Market,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools","611310",45.007594,-93.263349,Minneapolis,MN
sg:2ecdd41dca2d4065982996b095069560,Curran's Family Restaurant,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.926499,-93.277427,Minneapolis,MN
sg:5ca000c9909843da9bf190c2969e209f,Mesa Pizza,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.980831,-93.2361,Minneapolis,MN
sg:725a83258e67436ab95d4b065ebf76d2,Stevens John H Interpretive House Museum,,"Museums, Historical Sites, and Similar Institutions",Museums,"712110",44.913932,-93.209728,Minneapolis,MN
sg:77a16d5df60540a8aa9346cdcdbd3e89,St Johns Lutheran Church & School Wels,,Religious Organizations,Religious Organizations,"813110",44.998491,-93.257945,Minneapolis,MN
sg:ec654fe3a5cd4e0093913f81b0617fd3,Crystal Garden,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.918135,-93.21628,Minneapolis,MN
sg:2a46d1e71ac04b16ae66a2e90ca58c1d,Dairy Queen,Dairy Queen,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.975379,-93.274052,Minneapolis,MN
sg:7cb8f61a398f45f4ac83cab1169a0b13,Learning In Style,,Child Day Care Services,Child Day Care Services,"624410",44.960641,-93.278265,Minneapolis,MN
sg:239302634bb542959ef1b097a8bbc610,Tranquil Waters Acupuncture and Wellness,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.915871,-93.27767,Minneapolis,MN
sg:b932904a1598409a9728949246cb854b,Wendy's,Wendy's,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",45.001616,-93.211213,Minneapolis,MN
sg:f5d15881dc5f41c089c5cfbe278ead2f,TurboTaco,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.948847,-93.299903,Minneapolis,MN
sg:508ca0cd65bb41c4a320abe92d911eac,Blakestad Insurance,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,"524210",44.988746,-93.281464,Minneapolis,MN
sg:86d501abe24746ac8db2666f71f93adf,Cushman Motor Company,,Support Activities for Road Transportation,Motor Vehicle Towing,"488410",44.962573,-93.229269,Minneapolis,MN
sg:cbd0f63f7d734b11b61ebc36a7a57e50,Vina Auto Body & Repair,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance","811121",45.0058,-93.293592,Minneapolis,MN
sg:1b4aa12ef9de49e8b02342ad28d1d62e,Arthur Murray Dance Centers,Arthur Murray Dance Centers,Other Schools and Instruction,Fine Arts Schools,"611610",44.911312,-93.328716,Minneapolis,MN
sg:219ab708a7b84c93b238a8525b1db957,Ecse,,Elementary and Secondary Schools,Elementary and Secondary Schools,"611110",44.942497,-93.261821,Minneapolis,MN
sg:5c41546d01f848658f0fe31729ce2a2f,ALDI,ALDI,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"445110",45.012679,-93.307841,Minneapolis,MN
sg:6c7dd195dccb4920b51f5d7c5e45fd6d,James Ford Bell Museum Of Natural History,,"Museums, Historical Sites, and Similar Institutions",Museums,"712110",44.975872,-93.234457,Minneapolis,MN
sg:52ca49ae6789495784104d3e6bd3132b,Jefe Urban Hacienda,,,,,44.984243,-93.254028,Minneapolis,MN
sg:a1005df21ef14c29ad81ebdc3f48774b,Song Tailoring & Alteration,,Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),"812320",44.976006,-93.274619,Minneapolis,MN
sg:1ed44ca8fbff4ff5af5311d452894cef,Falafel King,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.949408,-93.321128,Minneapolis,MN
sg:f21c79700e9148f8901292dcb78ccf25,Lund's Distribution Center,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"445110",44.953094,-93.232109,Minneapolis,MN
sg:fc16d78978854085bf2a4472d1f0e0fa,Hendrick David MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.946797,-93.235545,Minneapolis,MN
sg:b47be5f528bf4c69aae7aba9ccc20837,Smith & Porter Restaurant Bar,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.980433,-93.261036,Minneapolis,MN
sg:39b53de98b9c4fe0bb49bb1a2c193549,Japanese Fellowship Church,,Religious Organizations,Religious Organizations,"813110",44.926445,-93.252045,Minneapolis,MN
sg:5f314110c22e4cbc8810fdf2c76d6cbd,Edwards Dessert Kitchen,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.984054,-93.271427,Minneapolis,MN
sg:a3c7f4bf4ba74212a766c3e6e2cb1f55,Ceci Africa Hair Brading,,Personal Care Services,Beauty Salons,"812112",45.012966,-93.295357,Minneapolis,MN
sg:7d5c2e2d9515455bbff52d79ea33af15,Taqueria El Chilo,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.948153,-93.272189,Minneapolis,MN
sg:a0bd67b4879e4f46b14fb5df72f82f34,Familia Skate Shop,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,"451110",44.950851,-93.298084,Minneapolis,MN
sg:c93ea88c24dd4f239a0beb50b0b2f08a,Tori 44,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",45.035298,-93.308874,Minneapolis,MN
sg:37164dbaf93847dfadcb7e8f109bbcaf,Baker's Field Flour and Bread,,Bakeries and Tortilla Manufacturing,Retail Bakeries,"311811",45.001509,-93.270569,Minneapolis,MN
sg:60b5fd5d11504ca2acadc49478fef2ef,The Surrogacy Center,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",45.002693,-93.249187,Minneapolis,MN
sg:f1a389147fe544dcae4c35b3044e8f1e,LUMA Luxury Matchmaking,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,"721110",44.978072,-93.267993,Minneapolis,MN
sg:17d314d9c2fc4dd3a57de7024b16cb9d,Cookie Cart,,,,,44.998962,-93.295034,Minneapolis,MN
sg:22cea382435746648a76b4c2a0794f14,Lee's Express Minneapolis,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.97581,-93.273502,Minneapolis,MN
sg:f26044a466ca4c728e17a2f2ecba7e39,Drug Rehab Minneapolis,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.988679,-93.255361,Minneapolis,MN
sg:439342ddd3ed43d8afb2baf0c726d162,Oromo Luthran Church,,Religious Organizations,Religious Organizations,"813110",44.930134,-93.232713,Minneapolis,MN
sg:7496bb64277a47d78c59b327719a426f,Floating Fun An Aqua Lily Pad Dealer,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,"451110",44.903021,-93.299462,Minneapolis,MN
sg:a0ed1367548341a1bd7b65db67821d48,Loop Parking,,Other Personal Services,Parking Lots and Garages,"812930",45.002118,-93.261805,Minneapolis,MN
sg:eea74a31c87d4ad0bcd5c8967f055e13,Element by Westin,Element by Westin,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,"721110",44.984095,-93.27912,Minneapolis,MN
sg:163dfd43e14f435297756e198700fee5,Banner Creations,,Clothing Stores,Women's Clothing Stores,"448120",45.004842,-93.247937,Minneapolis,MN
sg:49c238b784224118948063e51c5ec77b,Blue Cross Animal Hospital,,"Other Professional, Scientific, and Technical Services",Veterinary Services,"541940",44.905821,-93.288615,Minneapolis,MN
sg:b2993dc9a66748ef99732df7c9fc042d,Magali's,,Clothing Stores,Women's Clothing Stores,"448120",44.948106,-93.271291,Minneapolis,MN
sg:b907d5ea906c4b08b41728290de2b862,Athanasios Capital Group,,Other Financial Investment Activities,Investment Advice,"523930",44.976159,-93.268599,Minneapolis,MN
sg:fdc89e7e26f9423c8b124e0a4eadbdb5,The Firm,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.979149,-93.292702,Minneapolis,MN
sg:1a5a87e46ded482e9afe3bac93a65b6d,Residential Smart Security Minneapolis,,Other Information Services,Libraries and Archives,"519120",44.970191,-93.261676,Minneapolis,MN
sg:6fa2859420c44f55abe532e3c076306f,Mill City Farmers Market,,Specialty Food Stores,Fruit and Vegetable Markets,"445230",44.97854,-93.256671,Minneapolis,MN
sg:e99b7297e1e54cf0bd19aee2d70d18a9,Tires Plus,Tires Plus,"Automotive Parts, Accessories, and Tire Stores",Tire Dealers,"441320",44.948158,-93.293472,Minneapolis,MN
sg:1d07dcf0025c46b7b27dc76ff5902fd1,Babys Space,,Child Day Care Services,Child Day Care Services,"624410",44.957976,-93.248961,Minneapolis,MN
sg:4eb6c7aeca3a4c749ed40f50ae35db52,Pappy's Chicago Style,,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.999462,-93.281574,Minneapolis,MN
sg:e129807a0b8347a98a20a8152b6a7fdf,Sylvie & Mira,,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,"452319",44.980168,-93.288813,Minneapolis,MN
sg:e2b88aad9bad415ba5d0b3a053eac14f,New People's Community Garage,,Automotive Repair and Maintenance,General Automotive Repair,"811111",44.949346,-93.249025,Minneapolis,MN
sg:39c53c6954f14793a3c295a016182239,The Salvation Army,The Salvation Army,Used Merchandise Stores,Used Merchandise Stores,"453310",44.978574,-93.27905,Minneapolis,MN
sg:2db60d64a61b417e9da3712dc152b9c2,McDonald's,McDonald's,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.949036,-93.298047,Minneapolis,MN
sg:96fde29df90142948e1998ef468390ab,Hifi Hair And Records,,,,,44.971628,-93.286375,Minneapolis,MN
sg:6e49a836ab134dd0a090f73605ec34eb,Inner Fire Health and Wellbeing Coaching,,Other Schools and Instruction,Language Schools,"611630",44.912798,-93.232725,Minneapolis,MN
sg:b67dc28238154c39abc16f65107ec3f6,Speedway,Speedway,Gasoline Stations,Gasoline Stations with Convenience Stores,"447110",44.939806,-93.277356,Minneapolis,MN
sg:cbfae06add4d46399b34649ef81b43b2,Asbury United Methodist Church,,Religious Organizations,Religious Organizations,"813110",44.92117,-93.252006,Minneapolis,MN
sg:882825c8ee754b9595cd8cf17e70be10,Carrillo Thomas PHD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.954059,-93.26154,Minneapolis,MN
sg:c3c0da684d824f988f9cebff1f44c012,Craig's Como Barber Shop,,Personal Care Services,Beauty Salons,"812112",44.987731,-93.230029,Minneapolis,MN
sg:dd12edac1e95419491e5625b8a859f20,Subway,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.978359,-93.261444,Minneapolis,MN
sg:e0e8523e2ae148a38fe54f13b5ff371f,Erica Johanna Photography,,"Other Professional, Scientific, and Technical Services","Photography Studios, Portrait","541921",44.957296,-93.208365,Minneapolis,MN
sg:cb02fec153034bfcac4845cf8e1761bb,C C Dunnavan & Co,,Other Financial Investment Activities,Investment Advice,"523930",44.986095,-93.257904,Minneapolis,MN
sg:2fa1684d275145eba1245616946f0aba,Northern Coffeeworks,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.975365,-93.253553,Minneapolis,MN
sg:358de8a34dc04e5ea17bb37c88ccff35,Heinrich Schultz,,,,,44.911133,-93.328795,Edina,MN
sg:4bcb85a87dc04b978749745ca63e802e,Gearty Delmore Funeral Chapels,,Death Care Services,Funeral Homes and Funeral Services,"812210",45.022092,-93.302231,Minneapolis,MN
sg:50c10c4d0b674feba296a01ff8613554,Longfellow Family Dentistry,,Offices of Dentists,Offices of Dentists,"621210",44.948545,-93.219399,Minneapolis,MN
sg:59e45b01482b4b04977bd03cdd2b4815,3M Arena At Maiucci,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,"721211",44.97812,-93.228026,Minneapolis,MN
sg:a8cbae06d33e423d9653b0e9e843d1e7,Dahl David MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.970885,-93.259567,Minneapolis,MN
sg:d9bbb4052b5749f79665b48666824b8d,The Hair District,,Personal Care Services,Beauty Salons,"812112",44.948605,-93.289664,Minneapolis,MN
sg:e5d58e7c67514c5c96b07a8bc1539984,Illusion Theater,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"512131",44.979069,-93.273631,Minneapolis,MN
sg:e39a32df06044527aa7ffea962d09566,Southwest Senior High,,Elementary and Secondary Schools,Elementary and Secondary Schools,"611110",44.91893,-93.324752,Minneapolis,MN
sg:f441db7d8d214308ad3fb1c67d9d02a8,University of Minnesota Health Adult Specialty & Infusion Clinic,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.967408,-93.238174,Minneapolis,MN
sg:0d36535b9c724744835efae306fac43a,Corazon,,Clothing Stores,Women's Clothing Stores,"448120",44.948571,-93.206266,Minneapolis,MN
sg:4b10e3c5e48e4a739a8f325e936cb7ed,SuperAmerica,SuperAmerica,Gasoline Stations,Gasoline Stations with Convenience Stores,"447110",44.99883,-93.28766,Minneapolis,MN
sg:f142aa444d3042c88fc08e8109c542e4,The Bird,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.971625,-93.285618,Minneapolis,MN
sg:8b2941187fd74af9983176d125f42a8b,HAUS SALON Downtown,,Personal Care Services,Beauty Salons,"812112",44.988581,-93.277837,Minneapolis,MN
sg:cbfe42b5981c43fcbda41975585a342c,Boys & Girls Clubs of America,Boys & Girls Clubs of America,Individual and Family Services,Child and Youth Services,"624110",44.957519,-93.248021,Minneapolis,MN
sg:f084b728f42a4c2091f306a54ea4b774,Pilgrim Rest Baptist Church,,Religious Organizations,Religious Organizations,"813110",45.047782,-93.301351,Minneapolis,MN
sg:4cc17129310e4b71b103d4917448ca35,Zimney Linda PHD,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.967794,-93.285205,Minneapolis,MN
sg:309ce55ab26e4bd3acb1ab19aa0f2289,Joe's Market & Deli,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"445110",44.987691,-93.225885,Minneapolis,MN
sg:5b0feaf0d0a54f1a975bed5d04578513,Annie's Parlour,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.98013,-93.236537,Minneapolis,MN
sg:9337ab32c93b4f99ae6b5bcc6ad4e47f,Cash Today for Junk Cars,,Waste Treatment and Disposal,Hazardous Waste Treatment and Disposal,"562211",44.95214,-93.297853,Minneapolis,MN
sg:ab1192b4f09141a49be1243718b68d61,Marketing Edge Group,,Printing and Related Support Activities,Books Printing,"323117",44.977212,-93.268839,Minneapolis,MN
sg:d8e4f3e8c10d448a866c635d892d1ed9,Corner Coffee,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.98573,-93.276244,Minneapolis,MN
sg:f8908321d39145349d915448c59cef13,Pmec,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools","611310",44.978334,-93.268621,Minneapolis,MN
sg:caf18f219cbc45b68d05bef98eeb8f79,City Of Lakes Waldorf School,,Elementary and Secondary Schools,Elementary and Secondary Schools,"611110",44.959473,-93.278382,Minneapolis,MN
sg:e84cbddaa13d46bcb754f34b27a25d7f,Mulroy's Body Shop,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance","811121",44.93169,-93.278198,Minneapolis,MN
sg:da5681237fcb42ecbea60d3268ccd25a,Roadrunner Records,,Clothing Stores,Family Clothing Stores,"448140",44.924935,-93.278205,Minneapolis,MN
sg:9be4f208ebb1426fbc624ca9d2f7f249,Jackson Hewitt Tax Service,Jackson Hewitt Tax Service,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,"541213",44.999466,-93.289947,Minneapolis,MN
sg:fac82edaa2ab4e59ae8cbe8189f08756,Bobby & Steves Nicollet Avenue,,Automotive Repair and Maintenance,General Automotive Repair,"811111",44.897695,-93.27751,Minneapolis,MN
sg:32266bb14433411fbd2c47be926b3b6b,Ipotli Indian Grill,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.976938,-93.270044,Minneapolis,MN
sg:468c2606098b4db6abaf58be16ea2368,Nokomis Heights Lutheran Church Elca,,Religious Organizations,Religious Organizations,"813110",44.906775,-93.260482,Minneapolis,MN
sg:8c54c51cfbf14d3d839158c434e27894,SuperAmerica,SuperAmerica,Gasoline Stations,Gasoline Stations with Convenience Stores,"447110",44.947943,-93.289803,Minneapolis,MN
sg:522195ae32c44f36acb32c79b075e24b,Marston Consulting Group,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.974446,-93.273612,Minneapolis,MN
sg:5afc29e5ca9c4f80a8c1d615d2eedf95,Schooner Tavern,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"512131",44.950017,-93.232821,Minneapolis,MN
sg:b88024e2674b4d0cb283ab08919ccfcb,Krona Bar & Grill,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.976241,-93.269456,Minneapolis,MN
sg:010c2aa22e664a94b2cb0aeea7a3470f,Clear Day Counseling,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),"621330",44.924263,-93.31449,Minneapolis,MN
sg:1112ff659b414627baee0026ce54a591,Simba Craftware,,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores","453220",44.948909,-93.260743,Minneapolis,MN
sg:3390f6911dc54d759fd0a58b319764b0,Surdyk's Liquor and Cheese Shop,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores","445310",44.988485,-93.255899,Minneapolis,MN
sg:3d57101713ce4fbab76cfb3d4fd3da75,The Copper Hen,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.956687,-93.277489,Minneapolis,MN
sg:4b14ee0009c44721903c9c45686ca69f,Minnesota Car Detailing,,Automotive Repair and Maintenance,Car Washes,"811192",44.978435,-93.270056,Minneapolis,MN
sg:8e4d66f9aec64d07a1c5bb17b1685554,Sagrado Corazon De Jesus,,Religious Organizations,Religious Organizations,"813110",44.933688,-93.283525,Minneapolis,MN
sg:253a5842ed8e4eae97ccc4586e118ca6,Days Inn,Days Inn,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,"721110",44.974258,-93.221617,Minneapolis,MN
sg:b882fdb7710a4afabe7f7f612514fcf3,Cutz Two Barber Shop,,Personal Care Services,Beauty Salons,"812112",44.948158,-93.249012,Minneapolis,MN
sg:c4a3d13ba94b46cf992091320f040ce6,Studio ME Fitness,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"713940",44.984524,-93.254215,Minneapolis,MN
sg:d6fb8b1b49b9488eaf729595cd2e49c7,Institute Of Production And Recording,,Junior Colleges,Junior Colleges,"611210",44.981907,-93.272078,Minneapolis,MN
sg:517c0d59d9564937a699beca92ecca00,Park Crest Baptist Care Center,,Home Health Care Services,Home Health Care Services,"621610",45.044405,-93.286879,Minneapolis,MN
sg:a078b03c649e442b9e9585b2f25cc73d,Heart of Tao Resonance Art,,Personal Care Services,Other Personal Care Services,"812199",45.012273,-93.233618,Minneapolis,MN
sg:fb98f65b723a4802aa051319ff3f2856,Paparella Ear Head & Neck Institute,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.966276,-93.235725,Minneapolis,MN
sg:ecd894e6c47a436e8395b850e9a7fa71,United States Postal Service (USPS),United States Postal Service (USPS),Postal Service,Postal Service,"491110",44.976013,-93.274628,Minneapolis,MN
sg:74c5ab9a06b64717b323923d2aed1e66,Sassy Spoon,,Bakeries and Tortilla Manufacturing,Retail Bakeries,"311811",44.912273,-93.222517,Minneapolis,MN
sg:45c9af2b58fb41f4895b9dc27d443547,Papa Murphy's,Papa Murphy's,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.94857,-93.206228,Minneapolis,MN
sg:9f89b73d6df14bffb99f5944fa305b9c,Bruegger's,Bruegger's,Restaurants and Other Eating Places,Limited-Service Restaurants,"722513",44.973513,-93.227424,Minneapolis,MN
sg:624dcd630c774782bd4ce6bec72c89b0,Sola Salon Studios,Sola Salon Studios,Personal Care Services,Beauty Salons,"812112",44.947158,-93.288595,Minneapolis,MN
sg:70dd527c9f9f438a903b94afbb373b18,Kovanda Plastic Surgery & Aesthetic Institute,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"621111",44.912784,-93.328731,Edina,MN
sg:0ae3b6e1bbc244ec9269e3fe6b2cdfe7,Lolamax Salon,,,,,44.903807,-93.278347,Minneapolis,MN
sg:6be1b7ddb6de4220bad109e95b8a8c06,St Anne's Place of Haven Housing,,Social Advocacy Organizations,"Environment, Conservation and Wildlife Organizations","813312",45.007004,-93.310469,Minneapolis,MN
sg:87d78fc981464022a5e8108768871334,G Spa,,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores","446120",44.948148,-93.220859,Minneapolis,MN
sg:9ece3462984f422e80b7e124253b329d,Tavola Italian Kitchen Bar,,Restaurants and Other Eating Places,Full-Service Restaurants,"722511",44.972185,-93.266734,Minneapolis,MN
sg:1e2b54d7280c443896f22cc66a51bd2f,Bob's Java Hut,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"722515",44.953887,-93.287862,Minneapolis,MN
sg:1f3ec36e03ac417399dc8af4b1741eb1,Red Dragon,,,,,44.961241,-93.288312,Minneapolis,MN
sg:2697d950cb5045a2b24e91b098c07f49,Mayday Bookstore,,Book Stores and News Dealers,Book Stores,"451211",44.970992,-93.246971,Minneapolis,MN
sg:8362349128834a49b032b520c2a4cfd8,Union Liquor Store,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores","445310",45.013839,-93.308614,Minneapolis,MN
sg:08413828ceb142e38218ddcbc7e93bfc,Abria Pregnancy Resources Northside Clinic,,Medical and Diagnostic Laboratories,Medical Laboratories,"621511",45.004347,-93.309524,Minneapolis,MN
sg:0d14c08bcc7447f98647463679af53f5,Nokomis Farmers Market,,Specialty Food Stores,Fruit and Vegetable Markets,"445230",44.908728,-93.262468,Minneapolis,MN
sg:580e5a359a664be59d4d1bdbb26c2d78,Sir Speedy,Sir Speedy,Printing and Related Support Activities,Commercial Printing (except Screen and Books),"323111",44.989668,-93.250357,Minneapolis,MN
sg:8a0b815406f64df5b4b5e4b90a9547a0,Theatrical Costume Company,,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,"448310",44.976127,-93.282605,Minneapolis,MN
sg:92ead4cc617544e5831ee9cecd583626,Foreign Auto Specialties,,Automotive Repair and Maintenance,General Automotive Repair,"811111",44.955329,-93.282702,Minneapolis,MN
sg:ae2eba3b834b4f748ca556c92ede23d8,Hunt G W F Organs,,"Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,"451140",44.941624,-93.230703,Minneapolis,MN
